Transaction Date,Customer ID,Description,Stock Code,Invoice No,Quantity,Sales,Unit Price
2020-12-10 10:47:00,17790,Dog And Puppy Pads,85123A,,1.0,,17.7
2020-12-10 10:49:00,15061,Taste Of The Wild High Prairie Grain-Free Dry Dog Food 40Lb,22423,538191.0,46.0,3022.2,65.7
2020-12-10 10:56:00,12731,Pet Grooming Brush,20725,538196.0,2.0,19.8,9.9
2020-12-10 10:56:00,12731,Pet Odor Eliminator,84879,538196.0,20.0,202.8,10.14
2020-12-10 11:01:00,17827,Dog And Puppy Pads,85123A,,1.0,17.7,17.7
2020-12-10 11:11:00,17912,Indoor Pet Camera (Wi-Fi),22502,538200.0,1.0,35.7,
2020-12-10 11:12:00,,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,22086,538201.0,1.0,17.7,17.7
2020-12-10 11:31:00,17827,Pet Odor Eliminator,84879,538206.0,2.0,20.28,10.14
2020-12-10 11:33:00,12748,Indoor Pet Camera (Wi-Fi),22502,538207.0,1.0,35.7,35.7
2020-12-10 11:33:00,12748,Sheba Perfect Portions Pat Wet Cat Food,22197,538207.0,1.0,5.1,
2020-12-10 12:00:00,16062,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,22086,,7.0,107.1,15.3
2020-12-10 12:00:00,16062,Taste Of The Wild High Prairie Grain-Free Dry Dog Food 40Lb,22423,538240.0,1.0,76.5,76.5
,18116,Dog And Puppy Pads,85123A,538248.0,1.0,17.7,17.7
2020-12-10 12:20:00,18118,Dog And Puppy Pads,85123A,538250.0,2.0,35.4,17.7
2020-12-10 12:20:00,18118,Indoor Pet Camera (Wi-Fi),22502,538250.0,1.0,35.7,35.7
2020-12-10 12:29:00,16019,,85123A,538252.0,6.0,91.8,
2020-12-10 12:29:00,16019,Probiotic Supplements For Dogs,79321,538252.0,1.0,,29.7
2020-12-10 12:33:00,14911,Pet Grooming Brush,20725,538255.0,2.0,19.8,9.9
2020-12-10 12:33:00,14911,Taste Of The Wild High Prairie Grain-Free Dry Dog Food 40Lb,,538255.0,1.0,76.5,76.5
2020-12-10 12:42:00,18178,Dog And Puppy Pads,85123A,538260.0,1.0,17.7,17.7
,18065,Rechargeable Pet Nail Grinder,22960,538268.0,,25.5,25.5
2020-12-10 13:06:00,13148,Dog And Puppy Pads,85123A,538296.0,1.0,17.7,17.7
2020-12-10 13:06:00,13148,Pet Grooming Brush,20725,538296.0,2.0,19.8,9.9
2020-12-10 13:06:00,13148,Pet Odor Eliminator,84879,538296.0,2.0,20.28,10.14
2020-12-10 13:27:00,14667,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,22086,538307.0,1.0,17.7,17.7
2020-12-10 13:27:00,14667,Taste Of The Wild High Prairie Grain-Free Dry Dog Food 40Lb,22423,538307.0,1.0,,76.5
2020-12-10 13:44:00,15529,Sheba Perfect Portions Pat Wet Cat Food,22197,,2.0,10.2,5.1
2020-12-10 13:48:00,12785,Earth Rated Dog Poop Bags,85099B,,2.0,23.4,11.7
2020-12-10 13:48:00,12785,Pet Grooming Brush,20725,538311.0,2.0,19.8,9.9
2020-12-10 13:48:00,16727,Dog And Puppy Pads,85123A,538312.0,1.0,17.7,17.7
2020-12-10 13:48:00,16727,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,22086,538312.0,1.0,17.7,
2020-12-10 13:50:00,15514,,22086,538313.0,1.0,17.7,17.7
2020-12-10 13:58:00,,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,22086,538327.0,1.0,17.7,17.7
,15514,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,22086,,0.0,0.0,17.7
2020-12-10 14:29:00,13448,Chomchom Pet Hair Remover - Reusable Cat And Dog Hair Remover,22114,538343.0,1.0,23.7,23.7
2020-12-10 14:54:00,17220,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,22086,538347.0,1.0,17.7,17.7
2020-12-10 14:54:00,17220,Rechargeable Pet Nail Grinder,22960,538347.0,1.0,25.5,
2020-12-10 14:59:00,,Chomchom Pet Hair Remover - Reusable Cat And Dog Hair Remover,22114,538349.0,2.0,101.64,50.82
2020-12-10 14:59:00,,Dog And Puppy Pads,85123A,538349.0,2.0,70.92,35.46
2020-12-10 14:59:00,,Earth Rated Dog Poop Bags,85099B,,1.0,25.26,25.26
2020-12-10 14:59:00,,Indoor Pet Camera (Wi-Fi),22502,538349.0,1.0,50.82,50.82
2020-12-10 14:59:00,,"Memory Foam Pet Beds For Small, Medium, And Large Dogs And Cats",47566,,1.0,50.82,50.82
2020-12-10 14:59:00,,Pet Grooming Brush,20725,,1.0,25.26,25.26
2020-12-10 14:59:00,,Probiotic Supplements For Dogs,79321,538349.0,1.0,61.02,61.02
2020-12-10 14:59:00,,Rechargeable Pet Nail Grinder,22960,538349.0,1.0,50.82,50.82
2020-12-10 14:59:00,,Sheba Perfect Portions Pat Wet Cat Food,22197,538349.0,7.0,69.72,9.96
2020-12-10 14:59:00,,Taste Of The Wild High Prairie Grain-Free Dry Dog Food 40Lb,22423,538349.0,1.0,,76.32
2020-12-10 15:01:00,13798,Dog And Puppy Pads,85123A,,0.0,0.0,15.3
2020-12-10 15:01:00,13798,Earth Rated Dog Poop Bags,85099B,,-2.0,-19.8,9.9
2020-12-10 15:01:00,,Pet Grooming Brush,20725,,0.0,0.0,
,,Chomchom Pet Hair Remover - Reusable Cat And Dog Hair Remover,22114,538351.0,12.0,671.04,55.92
,,Dog And Puppy Pads,85123A,538351.0,6.0,,40.62
2020-12-10 15:17:00,,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,22086,538351.0,18.0,731.16,40.62
2020-12-10 15:17:00,,Probiotic Supplements For Dogs,79321,538351.0,1.0,66.12,66.12
2020-12-10 15:17:00,,Taste Of The Wild High Prairie Grain-Free Dry Dog Food 40Lb,22423,538351.0,7.0,1070.58,152.94
2020-12-10 15:31:00,13798,Earth Rated Dog Poop Bags,85099B,538353.0,17.0,168.3,9.9
2020-12-10 15:45:00,16873,Earth Rated Dog Poop Bags,85099B,538354.0,2.0,23.4,11.7
2020-12-10 15:45:00,16873,Rechargeable Pet Nail Grinder,22960,538354.0,2.0,45.0,22.5
2020-12-10 16:36:00,17757,Indoor Pet Camera (Wi-Fi),22502,538361.0,1.0,35.7,35.7
2020-12-10 16:36:00,17757,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,22086,538361.0,1.0,17.7,17.7
2020-12-10 17:26:00,14448,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,22086,538364.0,1.0,17.7,17.7
2020-12-10 17:26:00,,Sheba Perfect Portions Pat Wet Cat Food,22197,538364.0,1.0,5.1,5.1
2020-12-12 10:48:00,14800,Pet Grooming Brush,20725,538367.0,2.0,19.8,9.9
2020-12-12 10:57:00,15503,Probiotic Supplements For Dogs,79321,538368.0,1.0,29.7,29.7
2020-12-12 10:57:00,15503,Sheba Perfect Portions Pat Wet Cat Food,22197,,1.0,5.1,5.1
2020-12-12 11:06:00,16923,Dog And Puppy Pads,85123A,538370.0,1.0,17.7,17.7
2020-12-12 11:06:00,16923,,,,1.0,25.5,25.5
2020-12-12 11:06:00,16923,Sheba Perfect Portions Pat Wet Cat Food,22197,538370.0,1.0,5.1,5.1
2020-12-12 11:07:00,15570,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,22086,538371.0,2.0,35.4,17.7
2020-12-12 11:17:00,14159,Dog And Puppy Pads,85123A,538374.0,1.0,17.7,17.7
2020-12-12 11:17:00,14159,Earth Rated Dog Poop Bags,85099B,538374.0,1.0,11.7,11.7
2020-12-12 11:17:00,14159,Milk-Bone Marosnacks Dog Treats With Real Bone,22386,538374.0,1.0,11.7,11.7
2020-12-12 11:17:00,14159,Pet Grooming Brush,20725,538374.0,1.0,9.9,9.9
2020-12-12 11:17:00,14159,Rechargeable Pet Nail Grinder,22960,538374.0,1.0,25.5,25.5
2020-12-12 11:17:00,14159,Sheba Perfect Portions Pat Wet Cat Food,22197,538374.0,4.0,20.4,5.1
2020-12-12 11:26:00,14577,Canned Cat Food,21137,538378.0,1.0,22.5,22.5
2020-12-12 11:26:00,17126,Dog And Puppy Pads,,538379.0,1.0,17.7,17.7
2020-12-12 11:26:00,17126,Rechargeable Pet Nail Grinder,22960,538379.0,1.0,25.5,25.5
2020-12-12 11:44:00,12753,"Memory Foam Pet Beds For Small, Medium, And Large Dogs And Cats",47566,,4.0,111.6,27.9
2020-12-12 11:46:00,17211,Dog And Puppy Pads,85123A,538403.0,1.0,17.7,17.7
2020-12-12 11:46:00,17211,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,22086,538403.0,2.0,35.4,17.7
2020-12-12 11:49:00,17236,Pet Odor Eliminator,84879,538409.0,3.0,30.42,10.14
2020-12-12 11:54:00,16393,Pet Grooming Brush,20725,538417.0,1.0,9.9,9.9
2020-12-12 12:00:00,17372,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,22086,538418.0,1.0,17.7,17.7
2020-12-12 12:01:00,16367,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,22086,538419.0,1.0,17.7,17.7
2020-12-12 12:01:00,16367,Nexgard Chew For Dogs,82484,538419.0,1.0,38.7,38.7
2020-12-12 12:08:00,17917,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,22086,538421.0,1.0,17.7,17.7
2020-12-12 12:18:00,16010,Dog And Puppy Pads,85123A,538437.0,1.0,17.7,17.7
2020-12-12 12:24:00,17085,Dog And Puppy Pads,85123A,538449.0,,17.7,
2020-12-12 12:24:00,17085,Sheba Perfect Portions Pat Wet Cat Food,22197,538449.0,2.0,10.2,5.1
2020-12-12 12:26:00,16779,Taste Of The Wild High Prairie Grain-Free Dry Dog Food 40Lb,22423,,1.0,76.5,76.5
2020-12-12 12:35:00,13668,Dog And Puppy Pads,85123A,538473.0,1.0,17.7,17.7
2020-12-12 12:35:00,13668,Nexgard Chew For Dogs,82484,538473.0,1.0,38.7,38.7
2020-12-12 12:41:00,13715,Nexgard Chew For Dogs,,538488.0,1.0,38.7,38.7
2020-12-12 12:44:00,14684,Canned Cat Food,21137,538497.0,,22.5,22.5
2020-12-12 12:44:00,14684,Dog And Puppy Pads,85123A,538497.0,1.0,17.7,17.7
2020-12-12 12:46:00,17819,Taste Of The Wild High Prairie Grain-Free Dry Dog Food 40Lb,22423,538499.0,6.0,394.2,65.7
2020-12-12 12:51:00,,Nexgard Chew For Dogs,82484,,0.0,0.0,38.7
2020-12-12 12:56:00,17188,Taste Of The Wild High Prairie Grain-Free Dry Dog Food 40Lb,22423,538503.0,3.0,197.1,65.7
2020-12-12 13:32:00,15998,Dog And Puppy Pads,85123A,538508.0,1.0,17.7,17.7
2020-12-12 13:32:00,15998,Sheba Perfect Portions Pat Wet Cat Food,22197,538508.0,1.0,5.1,5.1
2020-12-12 13:32:00,15998,Taste Of The Wild High Prairie Grain-Free Dry Dog Food 40Lb,22423,538508.0,1.0,76.5,76.5
2020-12-12 13:37:00,14413,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,22086,538509.0,1.0,17.7,17.7
2020-12-12 13:37:00,14413,Milk-Bone Marosnacks Dog Treats With Real Bone,,538509.0,1.0,11.7,11.7
2020-12-12 13:47:00,18004,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,22086,538510.0,1.0,17.7,17.7
2020-12-12 13:47:00,18004,,84879,538510.0,1.0,10.14,10.14
2020-12-12 13:47:00,18004,Taste Of The Wild High Prairie Grain-Free Dry Dog Food 40Lb,22423,538510.0,1.0,76.5,76.5
2020-12-12 14:27:00,15044,Dog And Puppy Pads,85123A,538514.0,1.0,17.7,17.7
2020-12-12 14:27:00,15044,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,22086,538514.0,1.0,17.7,17.7
2020-12-12 14:27:00,15044,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,22086,538514.0,2.0,35.4,17.7
2020-12-12 14:27:00,15044,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,22086,538514.0,3.0,53.1,17.7
2020-12-12 16:05:00,17618,Sheba Perfect Portions Pat Wet Cat Food,22197,538517.0,2.0,10.2,5.1
2020-12-12 16:14:00,14505,Dog And Puppy Pads,85123A,538518.0,1.0,17.7,17.7
2020-12-12 16:14:00,14505,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,22086,538518.0,1.0,17.7,17.7
2020-12-12 16:14:00,14505,Pet Odor Eliminator,84879,538518.0,2.0,20.28,10.14
2020-12-12 16:20:00,18037,Milk-Bone Marosnacks Dog Treats With Real Bone,22386,538519.0,1.0,11.7,11.7
2020-12-13 09:35:00,,Dog And Puppy Pads,85123A,538524.0,5.0,177.3,
2020-12-13 09:35:00,,Earth Rated Dog Poop Bags,85099B,538524.0,1.0,25.26,25.26
2020-12-13 09:35:00,,Indoor Pet Camera (Wi-Fi),22502,538524.0,1.0,50.82,50.82
2020-12-13 09:35:00,,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,22086,538524.0,2.0,70.92,35.46
2020-12-13 09:35:00,,"Memory Foam Pet Beds For Small, Medium, And Large Dogs And Cats",47566,538524.0,1.0,50.82,50.82
2020-12-13 09:35:00,,Pet Grooming Brush,20725,538524.0,1.0,25.26,25.26
2020-12-13 09:35:00,,Pet Odor Eliminator,84879,538524.0,2.0,38.28,19.14
2020-12-13 09:35:00,,Rechargeable Pet Nail Grinder,22960,538524.0,1.0,50.82,50.82
2020-12-13 09:35:00,,Sheba Perfect Portions Pat Wet Cat Food,22197,538524.0,4.0,39.84,9.96
2020-12-13 09:35:00,,Taste Of The Wild High Prairie Grain-Free Dry Dog Food 40Lb,22423,538524.0,1.0,152.94,152.94
2020-12-13 09:39:00,12540,Taste Of The Wild High Prairie Grain-Free Dry Dog Food 40Lb,22423,538525.0,2.0,153.0,76.5
2020-12-13 10:24:00,14290,Dog And Puppy Pads,85123A,538529.0,2.0,35.4,17.7
2020-12-13 10:24:00,14290,"Memory Foam Pet Beds For Small, Medium, And Large Dogs And Cats",47566,538529.0,1.0,27.9,27.9
2020-12-13 10:31:00,13209,Dog And Puppy Pads,85123A,538532.0,1.0,17.7,17.7
2020-12-13 10:31:00,13209,Taste Of The Wild High Prairie Grain-Free Dry Dog Food 40Lb,22423,538532.0,1.0,76.5,76.5
2020-12-13 10:31:00,14796,Dog And Puppy Pads,85123A,538533.0,6.0,91.8,15.3
2020-12-13 10:31:00,14796,Sheba Perfect Portions Pat Wet Cat Food,22197,538533.0,1.0,5.1,5.1
2020-12-13 10:41:00,12747,Nexgard Chew For Dogs,82484,538537.0,2.0,66.6,33.3
2020-12-13 10:41:00,12747,,84879,538537.0,4.0,40.56,10.14
2020-12-13 10:46:00,17428,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,22086,538541.0,7.0,107.1,15.3
2020-12-13 11:21:00,,Dog And Puppy Pads,85123A,538566.0,2.0,70.92,35.46
2020-12-13 11:21:00,,Earth Rated Dog Poop Bags,85099B,538566.0,1.0,25.26,25.26
2020-12-13 11:21:00,,Indoor Pet Camera (Wi-Fi),22502,538566.0,1.0,50.82,50.82
2020-12-13 11:21:00,,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,22086,538566.0,1.0,35.46,35.46
2020-12-13 11:21:00,,Pet Odor Eliminator,84879,538566.0,2.0,38.28,19.14
2020-12-13 11:21:00,,,79321,538566.0,1.0,61.02,61.02
2020-12-13 11:21:00,,Rechargeable Pet Nail Grinder,22960,538566.0,1.0,50.82,50.82
2020-12-13 11:21:00,,Sheba Perfect Portions Pat Wet Cat Food,22197,538566.0,3.0,29.88,9.96
2020-12-13 11:21:00,,Taste Of The Wild High Prairie Grain-Free Dry Dog Food 40Lb,22423,538566.0,1.0,152.94,152.94
2020-12-13 11:23:00,13999,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,22086,538567.0,2.0,35.4,17.7
2020-12-13 11:29:00,14498,Pet Odor Eliminator,84879,538576.0,2.0,20.28,10.14
2020-12-13 11:47:00,15854,Dog And Puppy Pads,85123A,538592.0,1.0,17.7,17.7
2020-12-13 12:10:00,17990,Dog And Puppy Pads,85123A,538596.0,,17.7,17.7
2020-12-13 12:50:00,14544,Indoor Pet Camera (Wi-Fi),22502,,1.0,35.7,35.7
2020-12-13 12:57:00,17338,Dog And Puppy Pads,85123A,538626.0,3.0,53.1,17.7
2020-12-13 12:57:00,17338,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,22086,538626.0,1.0,17.7,17.7
2020-12-13 13:25:00,14565,Earth Rated Dog Poop Bags,85099B,538630.0,2.0,23.4,11.7
,14565,Milk-Bone Marosnacks Dog Treats With Real Bone,22386,538630.0,2.0,23.4,11.7
2020-12-13 13:28:00,14085,,,538634.0,1.0,17.7,17.7
2020-12-13 13:28:00,14085,Taste Of The Wild High Prairie Grain-Free Dry Dog Food 40Lb,22423,,0.0,0.0,76.5
2020-12-13 13:28:00,16726,Probiotic Supplements For Dogs,,538633.0,1.0,29.7,29.7
2020-12-13 13:32:00,17303,,85123A,538635.0,1.0,17.7,
2020-12-13 13:32:00,17303,Sheba Perfect Portions Pat Wet Cat Food,,538635.0,1.0,5.1,5.1
2020-12-13 13:50:00,14639,Taste Of The Wild High Prairie Grain-Free Dry Dog Food 40Lb,22423,538636.0,1.0,76.5,76.5
2020-12-13 13:52:00,17611,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,22086,538637.0,1.0,17.7,17.7
2020-12-13 13:52:00,17611,Rechargeable Pet Nail Grinder,22960,538637.0,1.0,25.5,25.5
2020-12-13 14:16:00,17231,Pet Odor Eliminator,84879,538638.0,2.0,20.28,10.14
2020-12-13 14:24:00,17179,Pet Grooming Brush,20725,538639.0,1.0,9.9,
2020-12-13 14:36:00,15640,Dog And Puppy Pads,85123A,538641.0,6.0,91.8,15.3
2020-12-13 14:36:00,15640,Indoor Pet Camera (Wi-Fi),22502,538641.0,1.0,35.7,35.7
2020-12-13 14:36:00,15640,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,22086,538641.0,7.0,107.1,15.3
2020-12-13 14:36:00,15640,Probiotic Supplements For Dogs,79321,,2.0,59.4,29.7
2020-12-13 14:36:00,15640,Taste Of The Wild High Prairie Grain-Free Dry Dog Food 40Lb,22423,538641.0,3.0,197.1,65.7
2020-12-13 14:52:00,13269,,85099B,538645.0,2.0,23.4,11.7
2020-12-13 14:55:00,17293,Pet Odor Eliminator,,538646.0,3.0,30.42,10.14
2020-12-13 15:07:00,15311,Indoor Pet Camera (Wi-Fi),22502,538651.0,1.0,35.7,35.7
2020-12-13 15:07:00,15311,Probiotic Supplements For Dogs,79321,538651.0,4.0,102.0,25.5
,13089,Rechargeable Pet Nail Grinder,22960,538653.0,4.0,90.0,22.5
2020-12-13 15:12:00,17890,Pet Odor Eliminator,84879,538652.0,2.0,20.28,10.14
2020-12-13 15:13:00,13089,Ultrasound Dog Barking Deterrent,22720,538654.0,1.0,29.7,29.7
2020-12-13 15:16:00,17375,Sheba Perfect Portions Pat Wet Cat Food,22197,,1.0,5.1,5.1
2020-12-13 15:36:00,14625,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,22086,538659.0,2.0,35.4,17.7
2020-12-13 15:36:00,14625,Taste Of The Wild High Prairie Grain-Free Dry Dog Food 40Lb,22423,538659.0,1.0,76.5,76.5
2020-12-13 15:37:00,15808,Nexgard Chew For Dogs,82484,538660.0,1.0,38.7,38.7
2020-12-13 15:44:00,15159,Pet Grooming Brush,20725,538662.0,4.0,39.6,9.9
2020-12-13 15:44:00,15159,Probiotic Supplements For Dogs,79321,538662.0,4.0,102.0,25.5
2020-12-13 15:46:00,14733,Dog And Puppy Pads,85123A,538664.0,11.0,168.3,15.3
2020-12-13 15:46:00,14733,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,22086,538664.0,7.0,,15.3
,14733,Nexgard Chew For Dogs,82484,538664.0,2.0,66.6,33.3
2020-12-13 16:17:00,13211,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,22086,538668.0,7.0,107.1,15.3
2020-12-13 16:19:00,13448,,22114,,0.0,0.0,23.7
2020-12-13 16:38:00,15777,Dog And Puppy Pads,85123A,538671.0,6.0,91.8,15.3
2020-12-13 17:40:00,14525,Dog And Puppy Pads,85123A,538683.0,16.0,244.8,15.3
2020-12-13 17:40:00,14525,Earth Rated Dog Poop Bags,85099B,538683.0,1.0,11.7,11.7
2020-12-14 09:50:00,14829,Ultrasound Dog Barking Deterrent,22720,,1.0,29.7,29.7
,13050,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,22086,538689.0,2.0,35.4,17.7
2020-12-14 09:52:00,13050,Nexgard Chew For Dogs,82484,538689.0,1.0,38.7,38.7
2020-12-14 09:54:00,13802,Taste Of The Wild High Prairie Grain-Free Dry Dog Food 40Lb,22423,,-1.0,-65.7,65.7
,16558,Rechargeable Pet Nail Grinder,22960,,0.0,0.0,25.5
2020-12-14 10:33:00,15093,Taste Of The Wild High Prairie Grain-Free Dry Dog Food 40Lb,22423,,-2.0,-131.4,
2020-12-14 10:38:00,17894,Dog And Puppy Pads,85123A,538707.0,1.0,17.7,17.7
2020-12-14 10:43:00,16202,"Memory Foam Pet Beds For Small, Medium, And Large Dogs And Cats",47566,538708.0,1.0,27.9,27.9
2020-12-14 10:43:00,16202,Probiotic Supplements For Dogs,79321,538708.0,1.0,29.7,29.7
2020-12-14 10:48:00,18075,Dog And Puppy Pads,85123A,538710.0,2.0,35.4,17.7
2020-12-14 11:26:00,13599,Milk-Bone Marosnacks Dog Treats With Real Bone,22386,,0.0,0.0,11.7
2020-12-14 11:26:00,15356,Dog And Puppy Pads,85123A,538744.0,1.0,17.7,17.7
2020-12-14 11:26:00,15356,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,22086,538744.0,1.0,17.7,17.7
2020-12-14 11:30:00,16782,Taste Of The Wild High Prairie Grain-Free Dry Dog Food 40Lb,22423,,0.0,0.0,76.5
2020-12-14 11:37:00,,Rechargeable Pet Nail Grinder,22960,538778.0,1.0,25.5,25.5
2020-12-14 11:38:00,14961,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,22086,538783.0,2.0,35.4,17.7
2020-12-14 11:38:00,14961,Pet Grooming Brush,20725,538783.0,2.0,19.8,9.9
2020-12-14 11:38:00,14961,Sheba Perfect Portions Pat Wet Cat Food,22197,538783.0,17.0,73.44,4.32
2020-12-14 11:39:00,14961,Rechargeable Pet Nail Grinder,,538785.0,2.0,45.0,22.5
2020-12-14 11:39:00,14961,Ultrasound Dog Barking Deterrent,22720,538785.0,1.0,29.7,29.7
,17041,Chomchom Pet Hair Remover - Reusable Cat And Dog Hair Remover,,538796.0,1.0,23.7,23.7
2020-12-14 11:45:00,17041,Chomchom Pet Hair Remover - Reusable Cat And Dog Hair Remover,22114,,0.0,0.0,23.7
2020-12-14 11:48:00,15039,Dog And Puppy Pads,85123A,538799.0,1.0,17.7,17.7
2020-12-14 11:48:00,15039,Earth Rated Dog Poop Bags,85099B,538799.0,2.0,23.4,11.7
2020-12-14 11:48:00,15039,,22720,538799.0,1.0,29.7,29.7
2020-12-14 11:51:00,16458,Dog And Puppy Pads,85123A,,1.0,17.7,17.7
2020-12-14 11:51:00,16458,Earth Rated Dog Poop Bags,85099B,538800.0,2.0,23.4,11.7
2020-12-14 11:54:00,17017,Rechargeable Pet Nail Grinder,22960,,0.0,0.0,25.5
2020-12-14 12:06:00,17194,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,22086,538807.0,1.0,17.7,17.7
2020-12-14 12:11:00,14057,Earth Rated Dog Poop Bags,85099B,538808.0,1.0,11.7,11.7
2020-12-14 12:11:00,14057,Sheba Perfect Portions Pat Wet Cat Food,22197,538808.0,1.0,5.1,5.1
,,Rechargeable Pet Nail Grinder,22960,538810.0,1.0,25.5,
2020-12-14 12:22:00,13178,Earth Rated Dog Poop Bags,85099B,538811.0,2.0,23.4,11.7
2020-12-14 12:22:00,13178,Milk-Bone Marosnacks Dog Treats With Real Bone,22386,538811.0,2.0,23.4,11.7
2020-12-14 12:22:00,13178,Pet Grooming Brush,20725,538811.0,4.0,39.6,9.9
2020-12-14 12:30:00,15983,Pet Odor Eliminator,84879,538814.0,2.0,20.28,10.14
2020-12-14 12:30:00,18219,Pet Odor Eliminator,84879,538815.0,2.0,20.28,10.14
2020-12-14 12:58:00,12370,Dog And Puppy Pads,85123A,538826.0,11.0,168.3,
2020-12-14 12:58:00,12370,"Memory Foam Pet Beds For Small, Medium, And Large Dogs And Cats",47566,538826.0,1.0,27.9,27.9
2020-12-14 12:58:00,12370,Pet Odor Eliminator,84879,538826.0,4.0,40.56,10.14
2020-12-14 12:59:00,14298,Canned Cat Food,21137,538827.0,4.0,81.36,20.34
2020-12-14 12:59:00,14298,Dog And Puppy Pads,85123A,538827.0,,91.8,
2020-12-14 12:59:00,14298,Probiotic Supplements For Dogs,79321,538827.0,2.0,51.0,25.5
2020-12-14 13:01:00,,,22720,538830.0,1.0,25.5,25.5
2020-12-14 13:02:00,18144,Pet Odor Eliminator,,538831.0,27.0,,8.7
2020-12-14 13:03:00,17158,Dog And Puppy Pads,85123A,,1.0,17.7,17.7
2020-12-14 13:03:00,17158,Pet Odor Eliminator,84879,538832.0,3.0,30.42,10.14
2020-12-14 13:06:00,14415,Dog And Puppy Pads,85123A,,0.0,0.0,17.7
2020-12-14 13:09:00,12748,Pet Odor Eliminator,84879,538836.0,1.0,10.14,10.14
2020-12-14 13:09:00,12748,Sheba Perfect Portions Pat Wet Cat Food,22197,538836.0,1.0,5.1,5.1
2020-12-14 13:11:00,16899,Pet Grooming Brush,20725,538841.0,1.0,9.9,
2020-12-14 13:11:00,,Sheba Perfect Portions Pat Wet Cat Food,22197,538841.0,4.0,20.4,5.1
2020-12-14 13:19:00,,Probiotic Supplements For Dogs,79321,538844.0,4.0,102.0,25.5
2020-12-14 13:19:00,14680,Sheba Perfect Portions Pat Wet Cat Food,22197,538844.0,2.0,10.2,5.1
2020-12-14 13:19:00,16531,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,22086,538845.0,1.0,17.7,17.7
2020-12-14 13:31:00,14415,Dog And Puppy Pads,85123A,538849.0,2.0,35.4,17.7
2020-12-14 13:31:00,14415,Earth Rated Dog Poop Bags,85099B,538849.0,2.0,23.4,11.7
2020-12-14 13:32:00,16556,Dog And Puppy Pads,85123A,538851.0,6.0,91.8,15.3
2020-12-14 13:33:00,17372,Dog And Puppy Pads,85123A,538852.0,2.0,35.4,17.7
2020-12-14 13:33:00,17372,Ultrasound Dog Barking Deterrent,22720,,1.0,29.7,29.7
2020-12-14 13:35:00,16805,"Memory Foam Pet Beds For Small, Medium, And Large Dogs And Cats",47566,538853.0,1.0,27.9,27.9
2020-12-14 13:58:00,15311,Indoor Pet Camera (Wi-Fi),22502,538857.0,1.0,35.7,
2020-12-14 13:59:00,16553,Rechargeable Pet Nail Grinder,22960,538859.0,6.0,135.0,22.5
2020-12-14 13:59:00,,Ultrasound Dog Barking Deterrent,22720,,4.0,102.0,25.5
2020-12-14 14:02:00,17757,Sheba Perfect Portions Pat Wet Cat Food,22197,538860.0,4.0,20.4,5.1
2020-12-14 14:11:00,16710,Taste Of The Wild High Prairie Grain-Free Dry Dog Food 40Lb,22423,538862.0,,76.5,76.5
2020-12-14 14:11:00,16710,Ultrasound Dog Barking Deterrent,22720,538862.0,1.0,29.7,29.7
2020-12-14 14:26:00,17739,Probiotic Supplements For Dogs,79321,538864.0,2.0,59.4,29.7
2020-12-14 14:37:00,13238,Earth Rated Dog Poop Bags,85099B,538865.0,2.0,23.4,11.7
2020-12-14 14:40:00,17841,Canned Cat Food,21137,538866.0,2.0,45.0,22.5
